2008,1,3,50000
2008,1,4,49982
2008,1,7,49997
2008,1,8,49983
2008,1,9,49971
2008,1,10,49953
2008,1,11,49913
2008,1,14,49921
2008,1,15,49949
2008,1,16,50013
2008,1,17,49963
2008,1,18,49941
2008,1,22,49923
2008,1,23,49917
2008,1,24,49983
2008,1,25,49981
2008,1,28,50001
2008,1,29,49999
2008,1,30,49933
2008,1,31,49941
2008,2,1,49971
2008,2,4,49999
2008,2,5,49987
2008,2,6,49987
2008,2,7,49943
2008,2,8,49908
2008,2,11,49916
2008,2,12,49914
2008,2,13,50083
2008,2,14,49947
2008,2,15,50037
2008,2,19,49925
2008,2,20,49753
2008,2,21,49423
2008,2,22,49382
2008,2,25,49841
2008,2,26,49959
2008,2,27,50007
2008,2,28,49113
2008,2,29,47247
2008,3,3,47528
2008,3,4,46252
2008,3,5,46403
2008,3,6,45314
2008,3,7,45116
2008,3,10,44421
2008,3,11,45691
2008,3,12,45411
2008,3,13,45846
2008,3,14,44715
2008,3,17,43232
2008,3,18,44855
2008,3,19,44019
2008,3,20,45391
2008,3,24,47271
2008,3,25,47665
2008,3,26,46399
2008,3,27,45612
2008,3,28,45511
2008,3,31,46078
2008,4,1,47766
2008,4,2,47850
2008,4,3,48438
2008,4,4,48134
2008,4,7,48350
2008,4,8,47894
2008,4,9,47610
2008,4,10,46662
2008,4,11,45850
2008,4,14,44330
2008,4,15,44470
2008,4,16,43810
2008,4,17,44598
2008,4,18,46395
2008,4,21,45842
2008,4,22,44942
2008,4,23,45356
2008,4,24,47040
2008,4,25,48764
2008,4,28,48917
2008,4,29,48885
2008,4,30,48893
2008,5,1,50165
2008,5,2,50197
2008,5,5,49797
2008,5,6,49805
2008,5,7,49005
2008,5,8,48797
2008,5,9,48597
2008,5,12,49237
2008,5,13,48741
2008,5,14,49949
2008,5,15,51141
2008,5,16,50805
2008,5,19,49733
2008,5,20,49549
2008,5,21,48877
2008,5,22,49173
2008,5,23,48869
2008,5,27,49549
2008,5,28,49813
2008,5,29,50261
2008,5,30,50685
2008,6,2,49869
2008,6,3,49773
2008,6,4,50285
2008,6,5,51069
2008,6,6,50005
2008,6,9,49285
2008,6,10,48213
2008,6,11,47101
2008,6,12,47925
2008,6,13,48533
2008,6,16,49285
2008,6,17,48381
2008,6,18,47981
2008,6,19,48525
2008,6,20,47747
2008,6,23,46880
2008,6,24,46597
2008,6,25,46719
2008,6,26,45193
2008,6,27,44577
2008,6,30,44472
2008,7,1,44711
2008,7,2,44336
2008,7,3,44112
2008,7,7,44523
2008,7,8,44627
2008,7,9,43377
2008,7,10,42869
2008,7,11,42077
2008,7,14,40849
2008,7,15,40741
2008,7,16,44735
2008,7,17,47945
2008,7,18,47550
2008,7,21,47388
2008,7,22,49610
2008,7,23,47498
2008,7,24,45814
2008,7,25,45851
2008,7,28,44250
2008,7,29,46256
2008,7,30,45837
2008,7,31,46469
2008,8,1,46873
2008,8,4,47865
2008,8,5,47565
2008,8,6,47570
2008,8,7,46848
2008,8,8,48644
2008,8,11,49910
2008,8,12,49279
2008,8,13,49014
2008,8,14,49904
2008,8,15,50575
2008,8,18,49311
2008,8,19,48315
2008,8,20,48453
2008,8,21,48118
2008,8,22,48718
2008,8,25,47476
2008,8,26,47089
2008,8,27,47557
2008,8,28,48275
2008,8,29,47833
2008,9,2,48267
2008,9,3,49395
2008,9,4,46807
2008,9,5,48135
2008,9,8,49253
2008,9,9,46921
2008,9,10,45941
2008,9,11,46906
2008,9,12,48162
2008,9,15,44113
2008,9,16,42012
2008,9,17,36562
2008,9,18,42817
2008,9,19,48852
2008,9,22,45970
2008,9,23,45694
2008,9,24,40666
2008,9,25,41154
2008,9,26,41085
2008,9,29,29175
2008,9,30,38029
2008,10,1,42181
2008,10,2,38769
2008,10,3,38044
2008,10,6,34418
2008,10,7,27808
2008,10,8,23399
2008,10,9,13978
2008,10,10,12968
2008,10,13,21006
2008,10,14,22945
2008,10,15,15383
2008,10,16,17594
2008,10,17,15512
2008,10,20,17921
2008,10,21,15434
2008,10,22,12154
2008,10,23,10393
2008,10,24,5477
2008,10,27,1195
2008,10,28,8124
2008,10,29,5416
2008,10,30,8458
2008,10,31,11761
2008,11,3,13066
2008,11,4,16938
2008,11,5,11182
2008,11,6,5758
2008,11,7,5936
2008,11,10,4223
2008,11,11,1444
2008,11,12,-5020
2008,11,13,-754
2008,11,14,-4507
2008,11,17,-7288
2008,11,18,-8512
2008,11,19,-17036
2008,11,20,-20310
2008,11,21,-18588
2008,11,24,-9625
2008,11,25,-6781
2008,11,26,-835
2008,11,28,1546
2008,12,1,-11635
2008,12,2,-4937
2008,12,3,1077
2008,12,4,-2949
2008,12,5,3142
2008,12,8,8831
2008,12,9,7611
2008,12,10,5853
2008,12,11,-315
2008,12,12,2079
2008,12,15,-230
2008,12,16,7669
2008,12,17,7350
2008,12,18,3248
2008,12,19,4237
2008,12,22,-1930
2008,12,23,-4954
2008,12,24,-4364
2008,12,26,-3444
2008,12,29,-5396
2008,12,30,-2004
2008,12,31,-226
2009,1,2,6564
2009,1,5,6340
2009,1,6,13300
2009,1,7,8376
2009,1,8,10711
2009,1,9,6950
2009,1,12,-1188
2009,1,13,-622
2009,1,14,-8664
2009,1,15,-11571
2009,1,16,-10243
2009,1,20,-19860
2009,1,21,-11472
2009,1,22,-18617
2009,1,23,-14310
2009,1,26,-15095
2009,1,27,-12318
2009,1,28,-2904
2009,1,29,-10466
2009,1,30,-15630
2009,2,2,-15341
2009,2,3,-17165
2009,2,4,-16710
2009,2,5,-14667
2009,2,6,-8994
2009,2,9,-7659
2009,2,10,-18293
2009,2,11,-13520
2009,2,12,-14562
2009,2,13,-16962
2009,2,17,-24152
2009,2,18,-26096
2009,2,19,-32856
2009,2,20,-37084
2009,2,23,-37673
2009,2,24,-30287
2009,2,25,-31128
2009,2,26,-32048
2009,2,27,-38406
2009,3,2,-44666
2009,3,3,-45572
2009,3,4,-42945
2009,3,5,-49498
2009,3,6,-51402
2009,3,9,-50505
2009,3,10,-38862
2009,3,11,-37847
2009,3,12,-31374
2009,3,13,-27908
2009,3,16,-25550
2009,3,17,-18874
2009,3,18,-4662
2009,3,19,-8448
2009,3,20,-15754
2009,3,23,1299
2009,3,24,-2045
2009,3,25,162
2009,3,26,5097
2009,3,27,-39
2009,3,30,-11693
2009,3,31,-8896
2009,4,1,-4389
2009,4,2,4349
2009,4,3,9744
2009,4,6,8662
2009,4,7,3003
2009,4,8,7743
2009,4,9,23896
2009,4,13,31842
2009,4,14,27218
2009,4,15,32212
2009,4,16,39944
2009,4,17,44420
2009,4,20,21275
2009,4,21,33015
2009,4,22,34272
2009,4,23,39253
2009,4,24,46016
2009,4,27,38283
2009,4,28,37362
2009,4,29,44341
2009,4,30,48521
2009,5,1,51410
2009,5,4,68352
2009,5,5,70054
2009,5,6,81146
2009,5,7,74228
2009,5,8,88932
2009,5,11,76990
2009,5,12,65893
2009,5,13,48977
2009,5,14,60243
2009,5,15,55418
2009,5,18,69672
2009,5,19,73249
2009,5,20,69665
2009,5,21,65280
2009,5,22,62915
2009,5,26,69587
2009,5,27,66171
2009,5,28,69147
2009,5,29,74710
2009,6,1,85492
2009,6,2,82579
2009,6,3,74209
2009,6,4,85489
2009,6,5,83690
2009,6,8,83875
2009,6,9,87733
2009,6,10,89377
2009,6,11,90987
2009,6,12,92076
2009,6,15,81263
2009,6,16,75175
2009,6,17,69521
2009,6,18,71293
2009,6,19,74135
2009,6,22,58474
2009,6,23,62223
2009,6,24,66272
2009,6,25,72672
2009,6,26,74195
2009,6,29,76758
2009,6,30,74899
2009,7,1,73663
2009,7,2,63613
2009,7,6,60041
2009,7,7,51644
2009,7,8,47843
2009,7,9,51240
2009,7,10,51102
2009,7,13,59602
2009,7,14,63715
2009,7,15,76789
2009,7,16,78867
2009,7,17,77785
2009,7,20,81441
2009,7,21,78601
2009,7,22,82093
2009,7,23,91650
2009,7,24,92730
2009,7,27,100106
2009,7,28,100167
2009,7,29,96003
2009,7,30,104523
2009,7,31,108983
2009,8,3,117203
2009,8,4,120417
2009,8,5,127557
2009,8,6,124615
2009,8,7,136929
2009,8,10,133685
2009,8,11,124053
2009,8,12,131133
2009,8,13,137111
2009,8,14,133233
2009,8,17,120761
2009,8,18,129453
2009,8,19,129886
2009,8,20,139170
2009,8,21,148172
2009,8,24,147350
2009,8,25,152105
2009,8,26,153634
2009,8,27,163462
2009,8,28,169002
2009,8,31,163774
2009,9,1,141098
2009,9,2,139866
2009,9,3,148158
2009,9,4,154067
2009,9,8,158527
2009,9,9,165207
2009,9,10,173232
2009,9,11,171766
2009,9,14,176598
2009,9,15,182550
2009,9,16,192976
2009,9,17,185828
2009,9,18,186466
2009,9,21,188374
2009,9,22,195516
2009,9,23,189392
2009,9,24,177680
2009,9,25,174904
2009,9,28,188856
2009,9,29,188468
2009,9,30,187447
2009,10,1,167867
2009,10,2,165278
2009,10,5,177593
2009,10,6,184387
2009,10,7,185492
2009,10,8,190085
2009,10,9,194203
2009,10,12,195831
2009,10,13,191997
2009,10,14,204809
2009,10,15,200159
2009,10,16,187098
2009,10,19,193362
2009,10,20,188700
2009,10,21,183808
2009,10,22,191972
2009,10,23,180538
2009,10,26,168268
2009,10,27,159862
2009,10,28,143474
2009,10,29,162840
2009,10,30,144686
2009,11,2,146767
2009,11,3,153625
2009,11,4,147612
2009,11,5,160035
2009,11,6,159129
2009,11,9,173697
2009,11,10,171931
2009,11,11,175975
2009,11,12,171671
2009,11,13,174875
2009,11,16,184013
2009,11,17,186803
2009,11,18,187855
2009,11,19,177797
2009,11,20,172773
2009,11,23,177049
2009,11,24,174009
2009,11,25,177013
2009,11,27,166191
2009,11,30,166855
2009,12,1,175081
2009,12,2,180541
2009,12,3,176367
2009,12,4,184069
2009,12,7,183197
2009,12,8,182689
2009,12,9,182577
2009,12,10,184011
2009,12,11,187289
2009,12,14,192465
2009,12,15,187711
2009,12,16,191189
2009,12,17,182401
2009,12,18,190497
2009,12,21,196223
2009,12,22,199346
2009,12,23,201346
2009,12,24,206144
2009,12,28,203138
