2008-01-03 16:00:00,50000
2008-01-04 16:00:00,49982
2008-01-07 16:00:00,49997
2008-01-08 16:00:00,49983
2008-01-09 16:00:00,49971
2008-01-10 16:00:00,49953
2008-01-11 16:00:00,49913
2008-01-14 16:00:00,49921
2008-01-15 16:00:00,49949
2008-01-16 16:00:00,50013
2008-01-17 16:00:00,49963
2008-01-18 16:00:00,49941
2008-01-22 16:00:00,49923
2008-01-23 16:00:00,49917
2008-01-24 16:00:00,49983
2008-01-25 16:00:00,49981
2008-01-28 16:00:00,50001
2008-01-29 16:00:00,49999
2008-01-30 16:00:00,49933
2008-01-31 16:00:00,49941
2008-02-01 16:00:00,49971
2008-02-04 16:00:00,49999
2008-02-05 16:00:00,49987
2008-02-06 16:00:00,49987
2008-02-07 16:00:00,49943
2008-02-08 16:00:00,49908
2008-02-11 16:00:00,49916
2008-02-12 16:00:00,49914
2008-02-13 16:00:00,50083
2008-02-14 16:00:00,49947
2008-02-15 16:00:00,50037
2008-02-19 16:00:00,49925
2008-02-20 16:00:00,49753
2008-02-21 16:00:00,49423
2008-02-22 16:00:00,49382
2008-02-25 16:00:00,49841
2008-02-26 16:00:00,49959
2008-02-27 16:00:00,50007
2008-02-28 16:00:00,49113
2008-02-29 16:00:00,47247
2008-03-03 16:00:00,47528
2008-03-04 16:00:00,46252
2008-03-05 16:00:00,46403
2008-03-06 16:00:00,45314
2008-03-07 16:00:00,45116
2008-03-10 16:00:00,44421
2008-03-11 16:00:00,45691
2008-03-12 16:00:00,45411
2008-03-13 16:00:00,45846
2008-03-14 16:00:00,44715
2008-03-17 16:00:00,43232
2008-03-18 16:00:00,44855
2008-03-19 16:00:00,44019
2008-03-20 16:00:00,45391
2008-03-24 16:00:00,47271
2008-03-25 16:00:00,47665
2008-03-26 16:00:00,46399
2008-03-27 16:00:00,45612
2008-03-28 16:00:00,45511
2008-03-31 16:00:00,46078
2008-04-01 16:00:00,47766
2008-04-02 16:00:00,47850
2008-04-03 16:00:00,48438
2008-04-04 16:00:00,48134
2008-04-07 16:00:00,48350
2008-04-08 16:00:00,47894
2008-04-09 16:00:00,47610
2008-04-10 16:00:00,46662
2008-04-11 16:00:00,45850
2008-04-14 16:00:00,44330
2008-04-15 16:00:00,44470
2008-04-16 16:00:00,43810
2008-04-17 16:00:00,44598
2008-04-18 16:00:00,46395
2008-04-21 16:00:00,45842
2008-04-22 16:00:00,44942
2008-04-23 16:00:00,45356
2008-04-24 16:00:00,47040
2008-04-25 16:00:00,48764
2008-04-28 16:00:00,48917
2008-04-29 16:00:00,48885
2008-04-30 16:00:00,48893
2008-05-01 16:00:00,50165
2008-05-02 16:00:00,50197
2008-05-05 16:00:00,49797
2008-05-06 16:00:00,49805
2008-05-07 16:00:00,49005
2008-05-08 16:00:00,48797
2008-05-09 16:00:00,48597
2008-05-12 16:00:00,49237
2008-05-13 16:00:00,48741
2008-05-14 16:00:00,49949
2008-05-15 16:00:00,51141
2008-05-16 16:00:00,50805
2008-05-19 16:00:00,49733
2008-05-20 16:00:00,49549
2008-05-21 16:00:00,48877
2008-05-22 16:00:00,49173
2008-05-23 16:00:00,48869
2008-05-27 16:00:00,49549
2008-05-28 16:00:00,49813
2008-05-29 16:00:00,50261
2008-05-30 16:00:00,50685
2008-06-02 16:00:00,49869
2008-06-03 16:00:00,49773
2008-06-04 16:00:00,50285
2008-06-05 16:00:00,51069
2008-06-06 16:00:00,50005
2008-06-09 16:00:00,49285
2008-06-10 16:00:00,48213
2008-06-11 16:00:00,47101
2008-06-12 16:00:00,47925
2008-06-13 16:00:00,48533
2008-06-16 16:00:00,49285
2008-06-17 16:00:00,48381
2008-06-18 16:00:00,47981
2008-06-19 16:00:00,48525
2008-06-20 16:00:00,47747
2008-06-23 16:00:00,46880
2008-06-24 16:00:00,46597
2008-06-25 16:00:00,46719
2008-06-26 16:00:00,45193
2008-06-27 16:00:00,44577
2008-06-30 16:00:00,44472
2008-07-01 16:00:00,44711
2008-07-02 16:00:00,44336
2008-07-03 16:00:00,44112
2008-07-07 16:00:00,44523
2008-07-08 16:00:00,44627
2008-07-09 16:00:00,43377
2008-07-10 16:00:00,42869
2008-07-11 16:00:00,42077
2008-07-14 16:00:00,40849
2008-07-15 16:00:00,40741
2008-07-16 16:00:00,44735
2008-07-17 16:00:00,47945
2008-07-18 16:00:00,47550
2008-07-21 16:00:00,47388
2008-07-22 16:00:00,49610
2008-07-23 16:00:00,47498
2008-07-24 16:00:00,45814
2008-07-25 16:00:00,45851
2008-07-28 16:00:00,44250
2008-07-29 16:00:00,46256
2008-07-30 16:00:00,45837
2008-07-31 16:00:00,46469
2008-08-01 16:00:00,46873
2008-08-04 16:00:00,47865
2008-08-05 16:00:00,47565
2008-08-06 16:00:00,47570
2008-08-07 16:00:00,46848
2008-08-08 16:00:00,48644
2008-08-11 16:00:00,49910
2008-08-12 16:00:00,49279
2008-08-13 16:00:00,49014
2008-08-14 16:00:00,49904
2008-08-15 16:00:00,50575
2008-08-18 16:00:00,49311
2008-08-19 16:00:00,48315
2008-08-20 16:00:00,48453
