2009,4,30,JDSU,BUY,100
2009,5,7,JDSU,SELL,100
2009,5,7,JDSU,BUY,100
2009,5,14,JDSU,SELL,100
2009,5,11,JDSU,BUY,100
2009,5,18,JDSU,SELL,100
2009,7,7,JDSU,BUY,100
2009,7,14,JDSU,SELL,100
2009,5,27,KEY,BUY,100
2009,6,3,KEY,SELL,100
2009,6,1,KEY,BUY,100
2009,6,8,KEY,SELL,100
2009,7,21,KEY,BUY,100
2009,7,28,KEY,SELL,100
2008,11,19,LEN,BUY,100
2008,11,26,LEN,SELL,100
2008,2,6,LSI,BUY,100
2008,2,13,LSI,SELL,100
2008,2,19,LSI,BUY,100
2008,2,26,LSI,SELL,100
2008,3,7,LSI,BUY,100
2008,3,14,LSI,SELL,100
2008,3,14,LSI,BUY,100
2008,3,24,LSI,SELL,100
2008,3,19,LSI,BUY,100
2008,3,27,LSI,SELL,100
2008,3,27,LSI,BUY,100
2008,4,3,LSI,SELL,100
2008,4,17,LSI,BUY,100
2008,4,24,LSI,SELL,100
2008,4,21,LSI,BUY,100
2008,4,28,LSI,SELL,100
2008,10,6,LSI,BUY,100
2008,10,13,LSI,SELL,100
2009,8,11,LSI,BUY,100
2009,8,18,LSI,SELL,100
2009,8,17,LSI,BUY,100
2009,8,24,LSI,SELL,100
2009,8,20,LSI,BUY,100
2009,8,27,LSI,SELL,100
2009,9,2,LSI,BUY,100
2009,9,10,LSI,SELL,100
2009,10,28,LSI,BUY,100
2009,11,4,LSI,SELL,100
2009,11,3,LSI,BUY,100
2009,11,10,LSI,SELL,100
2009,3,2,MAS,BUY,100
2009,3,9,MAS,SELL,100
2008,6,19,MSI,BUY,100
2008,6,26,MSI,SELL,100
2008,9,10,MSI,BUY,100
2008,9,17,MSI,SELL,100
2009,9,23,MSI,BUY,100
2009,9,30,MSI,SELL,100
2009,10,1,MSI,BUY,100
2009,10,8,MSI,SELL,100
2009,10,8,MSI,BUY,100
2009,10,15,MSI,SELL,100
2009,11,19,MSI,BUY,100
2009,11,27,MSI,SELL,100
2009,12,9,MSI,BUY,100
2009,12,16,MSI,SELL,100
2009,12,14,MSI,BUY,100
2009,12,21,MSI,SELL,100
2008,7,24,MU,BUY,100
2008,7,31,MU,SELL,100
2008,8,19,MU,BUY,100
2008,8,26,MU,SELL,100
2008,9,15,MU,BUY,100
2008,9,22,MU,SELL,100
2009,4,20,MU,BUY,100
2009,4,27,MU,SELL,100
2009,4,23,MU,BUY,100
2009,4,30,MU,SELL,100
2009,5,7,MU,BUY,100
2009,5,14,MU,SELL,100
2009,6,3,MU,BUY,100
2009,6,10,MU,SELL,100
2009,6,23,MU,BUY,100
2009,6,30,MU,SELL,100
2009,7,2,MU,BUY,100
2009,7,10,MU,SELL,100
2009,3,3,NWL,BUY,100
2009,3,10,NWL,SELL,100
2009,3,5,NWL,BUY,100
2009,3,12,NWL,SELL,100
2009,3,9,NWSA,BUY,100
2009,3,16,NWSA,SELL,100
2009,1,20,RF,BUY,100
2009,1,27,RF,SELL,100
2009,4,14,RF,BUY,100
2009,4,21,RF,SELL,100
2009,4,27,RF,BUY,100
2009,5,4,RF,SELL,100
2009,5,13,RF,BUY,100
2009,5,20,RF,SELL,100
2009,5,20,RF,BUY,100
2009,5,28,RF,SELL,100
2009,10,28,RF,BUY,100
2009,11,4,RF,SELL,100
2009,10,30,RF,BUY,100
2009,11,6,RF,SELL,100
2008,10,7,S,BUY,100
2008,10,14,S,SELL,100
2009,5,13,S,BUY,100
2009,5,20,S,SELL,100
2009,6,3,S,BUY,100
2009,6,10,S,SELL,100
2009,6,8,S,BUY,100
2009,6,15,S,SELL,100
2009,6,19,S,BUY,100
2009,6,26,S,SELL,100
2009,2,27,SLM,BUY,100
2009,3,6,SLM,SELL,100
2009,4,17,SLM,BUY,100
2009,4,24,SLM,SELL,100
2009,4,30,SLM,BUY,100
2009,5,7,SLM,SELL,100
2008,11,12,STX,BUY,100
2008,11,19,STX,SELL,100
2008,11,14,STX,BUY,100
2008,11,21,STX,SELL,100
2008,12,11,STX,BUY,100
2008,12,18,STX,SELL,100
2008,12,15,STX,BUY,100
2008,12,22,STX,SELL,100
2009,1,12,STX,BUY,100
2009,1,20,STX,SELL,100
2008,10,23,TER,BUY,100
2008,10,30,TER,SELL,100
2008,10,29,TER,BUY,100
2008,11,5,TER,SELL,100
2008,11,10,TER,BUY,100
2008,11,17,TER,SELL,100
2009,1,14,TER,BUY,100
2009,1,22,TER,SELL,100
2009,1,20,TER,BUY,100
2009,1,27,TER,SELL,100
2009,1,29,TER,BUY,100
2009,2,5,TER,SELL,100
2009,2,10,TER,BUY,100
2009,2,18,TER,SELL,100
2009,4,7,TER,BUY,100
2009,4,15,TER,SELL,100
2009,4,20,TER,BUY,100
2009,4,27,TER,SELL,100
2008,1,3,THC,BUY,100
2008,1,10,THC,SELL,100
2008,2,28,THC,BUY,100
2008,3,6,THC,SELL,100
2008,3,6,THC,BUY,100
2008,3,13,THC,SELL,100
2008,3,17,THC,BUY,100
2008,3,25,THC,SELL,100
2008,10,6,THC,BUY,100
2008,10,13,THC,SELL,100
2009,11,27,THC,BUY,100
